date,state,new_cases,new_deaths,new_vaccinations,tests_performed,positive_rate,hospitalized_patients,icu_patients,mobility_index,temperature,humidity,population_density
2023-09-06,Uttar Pradesh,0,0,18419,100,0.0,0,0,73.57,23.6,94.1,1496
2023-09-07,Uttar Pradesh,0,0,37418,100,0.0,0,0,69.13,37.3,89.9,1496
2023-09-08,Uttar Pradesh,896,5,21183,17920,0.05,57,17,57.84,29.6,87.7,1496
2023-09-09,Uttar Pradesh,469,3,16832,17822,0.0263,19,7,32.52,18.0,61.2,1496
2023-09-10,Uttar Pradesh,0,0,40294,100,0.0,0,0,65.72,27.7,77.8,1496
2023-09-11,Uttar Pradesh,142,1,49368,2840,0.05,8,2,71.28,29.4,59.2,1496
2023-09-12,Uttar Pradesh,478,3,35611,11950,0.04,14,2,45.31,26.3,48.0,1496
2023-09-13,Uttar Pradesh,457,7,42124,15538,0.0294,13,6,70.25,22.1,54.5,1496
2023-09-14,Uttar Pradesh,91,0,11034,1456,0.0625,5,0,85.86,24.0,93.1,1496
2023-09-15,Uttar Pradesh,65,1,13378,2535,0.0256,5,0,42.28,35.5,68.6,1496
2023-09-16,Uttar Pradesh,0,0,16597,100,0.0,0,0,49.08,26.0,58.6,1496
2023-09-17,Uttar Pradesh,526,10,49618,13676,0.0385,27,2,66.39,36.6,93.2,1496
2023-09-18,Uttar Pradesh,0,0,27267,100,0.0,0,0,91.94,26.3,82.9,1496
2023-09-19,Uttar Pradesh,0,0,24667,100,0.0,0,0,65.29,26.8,92.8,1496
2023-09-20,Uttar Pradesh,26,0,6195,650,0.04,1,0,86.15,36.7,65.9,1496
2023-09-21,Uttar Pradesh,213,4,27075,5538,0.0385,11,2,81.67,26.3,89.9,1496
2023-09-22,Uttar Pradesh,0,0,42966,100,0.0,0,0,60.62,23.7,68.9,1496
2023-09-23,Uttar Pradesh,460,6,45745,12880,0.0357,15,7,48.38,39.0,48.0,1496
2023-09-24,Uttar Pradesh,0,0,47084,100,0.0,0,0,53.59,21.2,52.5,1496
2023-09-25,Uttar Pradesh,0,0,34040,100,0.0,0,0,65.04,19.0,88.4,1496
2023-09-26,Uttar Pradesh,0,0,49610,100,0.0,0,0,80.89,27.7,61.5,1496
2023-09-27,Uttar Pradesh,0,0,27501,100,0.0,0,0,87.87,31.7,53.9,1496
2023-09-28,Uttar Pradesh,0,0,40153,100,0.0,0,0,89.14,23.8,54.2,1496
2023-09-29,Uttar Pradesh,279,1,44541,6417,0.0435,13,2,58.49,38.0,46.6,1496
2023-09-30,Uttar Pradesh,310,2,10237,5580,0.0556,15,3,34.65,24.9,57.5,1496
2023-10-01,Uttar Pradesh,251,4,30364,7781,0.0323,15,3,68.61,18.5,82.7,1496
2023-10-02,Uttar Pradesh,18,0,12686,450,0.04,0,0,83.61,29.4,46.1,1496
2023-10-03,Uttar Pradesh,0,0,29941,100,0.0,0,0,40.42,21.5,76.8,1496
2023-10-04,Uttar Pradesh,0,0,12461,100,0.0,0,0,34.78,29.6,58.4,1496
2023-10-05,Uttar Pradesh,477,4,9558,10494,0.0455,26,9,64.07,32.6,69.1,1496
2023-10-06,Uttar Pradesh,0,0,38233,100,0.0,0,0,73.93,23.6,45.0,1496
2023-10-07,Uttar Pradesh,83,1,37790,1411,0.0588,3,1,43.16,40.0,83.8,1496
2023-10-08,Uttar Pradesh,0,0,35481,100,0.0,0,0,55.28,18.4,67.6,1496
2023-10-09,Uttar Pradesh,163,3,41833,3912,0.0417,12,2,34.17,19.2,87.6,1496
2023-10-10,Uttar Pradesh,0,0,31877,100,0.0,0,0,71.99,28.6,84.3,1496
2023-10-11,Uttar Pradesh,0,0,34934,100,0.0,0,0,72.92,23.7,86.6,1496
2023-10-12,Uttar Pradesh,238,2,45750,7854,0.0303,13,2,62.5,22.3,48.7,1496
2023-10-13,Uttar Pradesh,322,6,26350,7084,0.0455,22,3,53.7,29.0,87.1,1496
2023-10-14,Uttar Pradesh,317,4,12171,9193,0.0345,11,3,81.78,32.9,64.1,1496
2023-10-15,Uttar Pradesh,0,0,37257,100,0.0,0,0,67.71,36.7,77.8,1496
2023-10-16,Uttar Pradesh,169,2,41560,4732,0.0357,7,0,92.58,24.9,89.5,1496
2023-10-17,Uttar Pradesh,0,0,35760,100,0.0,0,0,65.32,33.8,48.7,1496
2023-10-18,Uttar Pradesh,0,0,47351,100,0.0,0,0,96.8,39.0,72.2,1496
2023-10-19,Uttar Pradesh,85,1,34251,3315,0.0256,3,0,79.02,29.2,43.4,1496
2023-10-20,Uttar Pradesh,50,0,34116,1950,0.0256,3,0,92.94,25.9,49.4,1496
2023-10-21,Uttar Pradesh,0,0,16153,100,0.0,0,0,89.39,23.6,72.9,1496
2023-10-22,Uttar Pradesh,337,4,18700,5392,0.0625,17,3,37.69,28.5,44.8,1496
2023-10-23,Uttar Pradesh,215,1,48099,6665,0.0323,16,2,51.52,26.0,51.3,1496
2023-10-24,Uttar Pradesh,0,0,49974,100,0.0,0,0,56.28,35.5,44.2,1496
2023-10-25,Uttar Pradesh,387,3,21525,13932,0.0278,20,4,86.39,24.1,46.9,1496
2023-10-26,Uttar Pradesh,0,0,38258,100,0.0,0,0,71.13,38.6,51.4,1496
2023-10-27,Uttar Pradesh,0,0,19543,100,0.0,0,0,34.18,34.7,79.5,1496
2023-10-28,Uttar Pradesh,47,0,29247,1504,0.0312,1,0,89.33,37.8,66.7,1496
2023-10-29,Uttar Pradesh,274,1,33704,9316,0.0294,11,4,95.03,38.6,45.5,1496
2023-10-30,Uttar Pradesh,0,0,22269,100,0.0,0,0,64.19,27.6,76.1,1496
2023-10-31,Uttar Pradesh,0,0,19885,100,0.0,0,0,87.5,20.5,67.5,1496
2023-11-01,Uttar Pradesh,55,0,9230,1540,0.0357,3,0,74.47,34.5,55.4,1496
2023-11-02,Uttar Pradesh,642,6,39317,19902,0.0323,26,6,80.49,22.3,67.8,1496
2023-11-03,Uttar Pradesh,0,0,18891,100,0.0,0,0,76.98,29.6,48.0,1496
2023-11-04,Uttar Pradesh,2,0,32804,100,0.02,0,0,58.23,24.2,76.8,1496
2023-11-05,Uttar Pradesh,350,5,29423,10150,0.0345,27,6,63.36,29.1,86.7,1496
2023-11-06,Uttar Pradesh,236,3,17868,7788,0.0303,15,2,34.15,38.1,52.8,1496
2023-11-07,Uttar Pradesh,0,0,10122,100,0.0,0,0,90.34,19.5,89.9,1496
2023-11-08,Uttar Pradesh,189,3,34796,4536,0.0417,11,1,38.67,26.8,73.9,1496
2023-11-09,Uttar Pradesh,0,0,7921,100,0.0,0,0,71.11,24.8,84.6,1496
2023-11-10,Uttar Pradesh,0,0,44728,100,0.0,0,0,37.97,32.8,55.6,1496
2023-11-11,Uttar Pradesh,578,9,32959,19652,0.0294,31,6,82.63,22.6,91.8,1496
2023-11-12,Uttar Pradesh,0,0,28572,100,0.0,0,0,41.09,35.2,72.5,1496
2023-11-13,Uttar Pradesh,131,1,28203,4061,0.0323,6,1,84.83,22.5,80.4,1496
2023-11-14,Uttar Pradesh,764,8,23434,12224,0.0625,34,11,65.74,34.5,84.7,1496
2023-11-15,Uttar Pradesh,0,0,24727,100,0.0,0,0,45.44,30.4,85.6,1496
2023-11-16,Uttar Pradesh,0,0,7781,100,0.0,0,0,46.77,31.3,41.0,1496
2023-11-17,Uttar Pradesh,52,0,15105,1664,0.0312,4,0,65.7,29.8,48.8,1496
2023-11-18,Uttar Pradesh,158,2,44338,2370,0.0667,5,1,74.18,38.8,65.9,1496
2023-11-19,Uttar Pradesh,0,0,21659,100,0.0,0,0,32.03,22.7,68.9,1496
2023-11-20,Uttar Pradesh,45,0,11995,1260,0.0357,2,0,51.36,37.7,92.3,1496
2023-11-21,Uttar Pradesh,60,0,12975,1260,0.0476,4,0,55.85,23.6,91.4,1496
2023-11-22,Uttar Pradesh,245,2,42343,4900,0.05,14,2,80.96,21.1,80.7,1496
2023-11-23,Uttar Pradesh,0,0,8859,100,0.0,0,0,88.24,29.9,91.5,1496
2023-11-24,Uttar Pradesh,0,0,27148,100,0.0,0,0,87.05,38.0,50.7,1496
2023-11-25,Uttar Pradesh,0,0,34640,100,0.0,0,0,81.1,27.4,42.2,1496
2023-11-26,Uttar Pradesh,0,0,10766,100,0.0,0,0,90.85,29.0,81.5,1496
2023-11-27,Uttar Pradesh,405,2,23221,6885,0.0588,15,5,71.34,20.7,50.2,1496
2023-11-28,Uttar Pradesh,144,2,32748,4752,0.0303,7,1,34.12,20.3,55.9,1496
2023-11-29,Uttar Pradesh,0,0,49737,100,0.0,0,0,82.2,36.6,93.1,1496
2023-11-30,Uttar Pradesh,0,0,38472,100,0.0,0,0,56.42,19.7,52.1,1496
2023-12-01,Uttar Pradesh,84,0,33500,1428,0.0588,4,1,69.4,28.1,41.4,1496
2023-12-02,Uttar Pradesh,534,7,8027,11214,0.0476,23,9,78.47,39.4,67.6,1496
2023-12-03,Uttar Pradesh,54,0,40546,918,0.0588,1,0,37.91,32.1,69.2,1496
2023-12-04,Uttar Pradesh,0,0,36693,100,0.0,0,0,87.67,20.6,94.2,1496
2023-12-05,Uttar Pradesh,0,0,41631,100,0.0,0,0,63.06,25.4,79.1,1496
2023-12-06,Uttar Pradesh,0,0,29027,100,0.0,0,0,77.03,26.0,48.8,1496
2023-12-07,Uttar Pradesh,78,0,31521,1170,0.0667,5,0,54.01,21.1,79.4,1496
2023-12-08,Uttar Pradesh,0,0,48187,100,0.0,0,0,63.51,33.5,87.4,1496
2023-12-09,Uttar Pradesh,181,3,39639,3801,0.0476,9,1,39.53,25.9,89.8,1496
2023-12-10,Uttar Pradesh,0,0,41335,100,0.0,0,0,99.61,28.1,50.6,1496
2023-12-11,Uttar Pradesh,0,0,41455,100,0.0,0,0,61.79,20.2,71.0,1496
2023-12-12,Uttar Pradesh,0,0,44294,100,0.0,0,0,44.21,19.5,62.7,1496
2023-12-13,Uttar Pradesh,261,4,46789,4176,0.0625,12,3,40.21,35.7,70.0,1496
2023-12-14,Uttar Pradesh,0,0,27347,100,0.0,0,0,56.87,24.1,66.7,1496
2023-12-15,Uttar Pradesh,312,5,17001,4992,0.0625,20,2,55.82,26.1,86.5,1496
2023-12-16,Uttar Pradesh,0,0,7568,100,0.0,0,0,90.9,19.6,93.9,1496
2023-12-17,Uttar Pradesh,356,3,5656,9968,0.0357,16,5,87.52,33.1,81.7,1496
2023-12-18,Uttar Pradesh,216,1,20963,5832,0.037,12,2,90.2,22.9,76.7,1496
2023-12-19,Uttar Pradesh,0,0,9394,100,0.0,0,0,70.6,24.6,74.1,1496
2023-12-20,Uttar Pradesh,0,0,26217,100,0.0,0,0,93.34,33.7,82.4,1496
2023-12-21,Uttar Pradesh,200,1,26722,7000,0.0286,10,2,86.85,27.3,85.9,1496
2023-12-22,Uttar Pradesh,0,0,26221,100,0.0,0,0,83.77,27.8,84.3,1496
2023-12-23,Uttar Pradesh,442,2,17748,13702,0.0323,20,8,97.42,24.0,91.0,1496
2023-12-24,Uttar Pradesh,0,0,19048,100,0.0,0,0,40.62,37.7,82.5,1496
2023-12-25,Uttar Pradesh,0,0,48215,100,0.0,0,0,80.03,38.6,53.6,1496
2023-12-26,Uttar Pradesh,0,0,20729,100,0.0,0,0,63.65,38.4,52.1,1496
2023-12-27,Uttar Pradesh,76,0,29965,1824,0.0417,4,1,92.83,39.3,55.6,1496
2023-12-28,Uttar Pradesh,78,1,30173,2418,0.0323,3,1,58.38,22.2,41.0,1496
2023-12-29,Uttar Pradesh,0,0,16708,100,0.0,0,0,87.37,26.5,62.9,1496
2023-12-30,Uttar Pradesh,0,0,21344,100,0.0,0,0,94.71,35.5,48.3,1496
2023-12-31,Uttar Pradesh,0,0,17632,100,0.0,0,0,61.48,25.6,56.5,1496
2024-01-01,Uttar Pradesh,320,5,17952,8320,0.0385,14,4,71.97,25.0,94.4,1496
2024-01-02,Uttar Pradesh,213,1,30471,6390,0.0333,12,3,62.73,21.1,69.5,1496
2024-01-03,Uttar Pradesh,310,5,38409,4650,0.0667,22,5,44.45,29.8,43.9,1496
2024-01-04,Uttar Pradesh,0,0,44005,100,0.0,0,0,84.36,30.3,94.1,1496
2024-01-05,Uttar Pradesh,0,0,33343,100,0.0,0,0,88.42,29.4,63.2,1496
2024-01-06,Uttar Pradesh,0,0,40676,100,0.0,0,0,60.27,20.2,55.4,1496
2024-01-07,Uttar Pradesh,476,3,42364,10472,0.0455,26,6,88.18,28.7,50.8,1496
2024-01-08,Uttar Pradesh,180,3,26658,3420,0.0526,5,3,73.1,39.1,50.0,1496
2024-01-09,Uttar Pradesh,0,0,17071,100,0.0,0,0,57.57,29.3,90.3,1496
2024-01-10,Uttar Pradesh,174,1,37757,4002,0.0435,10,2,95.77,35.3,84.8,1496
2024-01-11,Uttar Pradesh,0,0,14009,100,0.0,0,0,54.88,37.3,65.7,1496
2024-01-12,Uttar Pradesh,0,0,34311,100,0.0,0,0,46.69,37.0,69.5,1496
2024-01-13,Uttar Pradesh,0,0,20805,100,0.0,0,0,64.76,39.4,49.9,1496
2024-01-14,Uttar Pradesh,0,0,34085,100,0.0,0,0,49.11,33.8,65.1,1496
2024-01-15,Uttar Pradesh,158,1,7980,5214,0.0303,9,1,88.17,33.8,46.1,1496
2024-01-16,Uttar Pradesh,332,4,20074,7304,0.0455,17,4,38.9,22.2,47.2,1496
2024-01-17,Uttar Pradesh,0,0,14296,100,0.0,0,0,66.2,27.8,59.5,1496
2024-01-18,Uttar Pradesh,352,3,47789,7040,0.05,12,2,68.13,28.8,45.8,1496
2024-01-19,Uttar Pradesh,99,1,9779,1683,0.0588,6,1,55.27,31.8,59.8,1496
2024-01-20,Uttar Pradesh,240,3,32911,5520,0.0435,16,4,73.77,27.3,64.3,1496
2024-01-21,Uttar Pradesh,56,0,30404,840,0.0667,2,0,59.96,30.8,62.8,1496
2024-01-22,Uttar Pradesh,0,0,42993,100,0.0,0,0,68.41,32.8,77.8,1496
2024-01-23,Uttar Pradesh,0,0,24784,100,0.0,0,0,47.71,29.4,49.7,1496
2024-01-24,Uttar Pradesh,0,0,33707,100,0.0,0,0,37.05,21.9,92.1,1496
2024-01-25,Uttar Pradesh,0,0,8043,100,0.0,0,0,79.31,25.9,92.6,1496
2024-01-26,Uttar Pradesh,367,5,22612,8441,0.0435,27,3,34.46,33.9,55.8,1496
2024-01-27,Uttar Pradesh,225,2,39716,8550,0.0263,12,3,68.35,36.3,80.2,1496
2024-01-28,Uttar Pradesh,0,0,24795,100,0.0,0,0,57.9,22.7,87.1,1496
2024-01-29,Uttar Pradesh,191,2,47319,4966,0.0385,12,2,55.31,25.4,82.4,1496
2024-01-30,Uttar Pradesh,233,4,29046,6990,0.0333,9,3,75.87,28.5,56.9,1496
2024-01-31,Uttar Pradesh,107,1,17488,3317,0.0323,7,1,76.39,34.4,52.0,1496
2024-02-01,Uttar Pradesh,0,0,38628,100,0.0,0,0,78.76,21.6,83.4,1496
2024-02-02,Uttar Pradesh,101,1,37084,2929,0.0345,5,1,73.86,20.4,69.6,1496
2024-02-03,Uttar Pradesh,0,0,29437,100,0.0,0,0,72.32,34.3,61.2,1496
2024-02-04,Uttar Pradesh,331,4,29530,7944,0.0417,25,6,31.32,36.0,52.3,1496
2024-02-05,Uttar Pradesh,0,0,21161,100,0.0,0,0,32.37,35.6,65.5,1496
2024-02-06,Uttar Pradesh,683,11,34329,15026,0.0455,32,9,44.86,21.1,41.4,1496
2024-02-07,Uttar Pradesh,122,1,35098,4392,0.0278,7,1,68.19,33.2,84.4,1496
2024-02-08,Uttar Pradesh,0,0,24326,100,0.0,0,0,88.43,38.5,75.3,1496
2024-02-09,Uttar Pradesh,328,2,19244,11480,0.0286,24,6,42.95,31.6,94.0,1496
2024-02-10,Uttar Pradesh,0,0,16919,100,0.0,0,0,44.63,20.6,43.1,1496
2024-02-11,Uttar Pradesh,342,3,20304,13338,0.0256,23,3,72.64,21.5,62.2,1496
2024-02-12,Uttar Pradesh,0,0,23631,100,0.0,0,0,74.51,32.2,70.3,1496
2024-02-13,Uttar Pradesh,64,0,44821,1536,0.0417,4,0,46.36,22.0,50.4,1496
2024-02-14,Uttar Pradesh,283,4,32590,9905,0.0286,9,2,49.73,18.5,48.8,1496
2024-02-15,Uttar Pradesh,0,0,6777,100,0.0,0,0,54.21,32.6,70.4,1496
2024-02-16,Uttar Pradesh,0,0,17753,100,0.0,0,0,79.48,28.8,89.6,1496
2024-02-17,Uttar Pradesh,0,0,17221,100,0.0,0,0,62.09,31.9,92.5,1496
2024-02-18,Uttar Pradesh,162,1,37105,5184,0.0312,10,2,91.64,19.4,54.2,1496
2024-02-19,Uttar Pradesh,236,1,5574,6844,0.0345,7,4,48.11,33.9,52.3,1496
2024-02-20,Uttar Pradesh,0,0,23953,100,0.0,0,0,38.81,33.2,57.8,1496
2024-02-21,Uttar Pradesh,210,4,22812,4830,0.0435,7,3,81.73,29.4,56.9,1496
2024-02-22,Uttar Pradesh,27,0,34172,513,0.0526,1,0,77.13,18.5,58.4,1496
2024-02-23,Uttar Pradesh,0,0,22813,100,0.0,0,0,53.52,19.9,52.5,1496
2024-02-24,Uttar Pradesh,211,3,11267,7807,0.027,6,1,50.33,33.7,66.8,1496
2024-02-25,Uttar Pradesh,0,0,9614,100,0.0,0,0,70.0,34.2,48.1,1496
2024-02-26,Uttar Pradesh,0,0,43593,100,0.0,0,0,90.46,32.8,62.6,1496
2024-02-27,Uttar Pradesh,38,0,48208,1216,0.0312,1,0,69.7,29.9,46.7,1496
2024-02-28,Uttar Pradesh,0,0,23415,100,0.0,0,0,38.66,21.5,81.5,1496
2024-02-29,Uttar Pradesh,266,5,36836,8246,0.0323,19,1,75.38,35.7,60.2,1496
2024-03-01,Uttar Pradesh,0,0,13743,100,0.0,0,0,79.95,19.1,68.3,1496
2024-03-02,Uttar Pradesh,58,1,11497,1798,0.0323,2,0,77.49,34.3,50.1,1496
2024-03-03,Uttar Pradesh,0,0,21083,100,0.0,0,0,90.52,24.7,43.6,1496
2024-03-04,Uttar Pradesh,0,0,9543,100,0.0,0,0,91.38,34.7,91.8,1496
2024-03-05,Uttar Pradesh,0,0,25293,100,0.0,0,0,86.3,28.1,81.9,1496
2024-03-06,Uttar Pradesh,655,6,17751,18995,0.0345,21,11,95.64,24.1,64.3,1496
2024-03-07,Uttar Pradesh,0,0,33153,100,0.0,0,0,56.7,25.7,54.4,1496
2024-03-08,Uttar Pradesh,0,0,39971,100,0.0,0,0,83.73,27.5,83.0,1496
2024-03-09,Uttar Pradesh,0,0,38337,100,0.0,0,0,62.54,31.4,83.5,1496
2024-03-10,Uttar Pradesh,0,0,27605,100,0.0,0,0,61.47,19.2,87.4,1496
2024-03-11,Uttar Pradesh,0,0,16548,100,0.0,0,0,59.61,24.4,52.7,1496
2024-03-12,Uttar Pradesh,0,0,17033,100,0.0,0,0,68.47,36.3,55.2,1496
2024-03-13,Uttar Pradesh,0,0,46159,100,0.0,0,0,87.72,28.3,81.7,1496
2024-03-14,Uttar Pradesh,0,0,10334,100,0.0,0,0,40.72,32.8,66.2,1496
2024-03-15,Uttar Pradesh,0,0,27740,100,0.0,0,0,93.64,39.4,44.0,1496
2024-03-16,Uttar Pradesh,0,0,21851,100,0.0,0,0,78.87,32.4,83.4,1496
2024-03-17,Uttar Pradesh,352,4,6879,9856,0.0357,10,5,60.65,30.6,88.9,1496
2024-03-18,Uttar Pradesh,196,1,6267,4312,0.0455,9,3,84.19,29.0,81.7,1496
2024-03-19,Uttar Pradesh,358,3,42539,13962,0.0256,21,4,62.12,21.7,60.0,1496
2024-03-20,Uttar Pradesh,12,0,8602,276,0.0435,0,0,63.3,22.8,56.0,1496
2024-03-21,Uttar Pradesh,54,0,41975,1080,0.05,1,1,90.73,37.4,45.3,1496
2024-03-22,Uttar Pradesh,0,0,47069,100,0.0,0,0,51.54,22.9,71.4,1496
2024-03-23,Uttar Pradesh,73,0,47769,1460,0.05,4,1,90.43,27.9,92.3,1496
2024-03-24,Uttar Pradesh,0,0,15098,100,0.0,0,0,36.11,31.1,72.7,1496
2024-03-25,Uttar Pradesh,0,0,42426,100,0.0,0,0,63.12,26.9,83.6,1496
2024-03-26,Uttar Pradesh,138,0,37564,2208,0.0625,4,2,57.33,20.4,81.9,1496
2024-03-27,Uttar Pradesh,247,3,17728,6669,0.037,8,2,43.99,30.0,73.0,1496
2024-03-28,Uttar Pradesh,0,0,20114,100,0.0,0,0,43.05,32.4,50.6,1496
2024-03-29,Uttar Pradesh,0,0,28749,100,0.0,0,0,92.36,21.2,66.2,1496
2024-03-30,Uttar Pradesh,0,0,9407,100,0.0,0,0,66.24,23.9,64.5,1496
2024-03-31,Uttar Pradesh,0,0,5520,100,0.0,0,0,81.23,29.7,74.5,1496
2024-04-01,Uttar Pradesh,71,0,5388,2272,0.0312,5,0,31.66,19.8,83.1,1496
2024-04-02,Uttar Pradesh,0,0,25751,100,0.0,0,0,40.42,21.0,44.6,1496
2024-04-03,Uttar Pradesh,0,0,26482,100,0.0,0,0,49.72,39.4,48.0,1496
2024-04-04,Uttar Pradesh,0,0,34456,100,0.0,0,0,80.06,35.2,43.7,1496
2024-04-05,Uttar Pradesh,0,0,8403,100,0.0,0,0,41.2,19.6,57.1,1496
2024-04-06,Uttar Pradesh,0,0,7969,100,0.0,0,0,83.05,37.0,71.6,1496
2024-04-07,Uttar Pradesh,499,7,40159,8483,0.0588,22,2,90.85,28.9,85.5,1496
2024-04-08,Uttar Pradesh,280,3,18736,5880,0.0476,21,2,47.62,37.8,68.9,1496
2024-04-09,Uttar Pradesh,56,1,8260,2016,0.0278,4,0,98.38,23.4,57.9,1496
2024-04-10,Uttar Pradesh,0,0,27773,100,0.0,0,0,94.72,29.9,70.4,1496
2024-04-11,Uttar Pradesh,0,0,9943,100,0.0,0,0,85.62,25.0,68.8,1496
2024-04-12,Uttar Pradesh,117,0,15804,1872,0.0625,6,1,46.19,21.7,91.8,1496
2024-04-13,Uttar Pradesh,302,5,41861,11476,0.0263,10,4,34.62,18.0,45.6,1496
2024-04-14,Uttar Pradesh,429,2,6946,7722,0.0556,28,3,63.17,38.3,43.9,1496
2024-04-15,Uttar Pradesh,77,0,33482,2926,0.0263,3,1,73.07,19.9,76.2,1496
2024-04-16,Uttar Pradesh,0,0,7676,100,0.0,0,0,31.48,38.0,64.5,1496
2024-04-17,Uttar Pradesh,0,0,9053,100,0.0,0,0,56.4,35.7,79.2,1496
2024-04-18,Uttar Pradesh,0,0,23101,100,0.0,0,0,70.75,31.2,89.3,1496
2024-04-19,Uttar Pradesh,298,2,9474,11026,0.027,18,3,93.37,32.5,62.3,1496
2024-04-20,Uttar Pradesh,0,0,26714,100,0.0,0,0,68.13,27.1,43.5,1496
2024-04-21,Uttar Pradesh,0,0,33860,100,0.0,0,0,76.56,19.8,42.9,1496
2024-04-22,Uttar Pradesh,0,0,39022,100,0.0,0,0,52.99,26.4,44.0,1496
2024-04-23,Uttar Pradesh,159,2,28748,2544,0.0625,11,2,98.65,36.4,54.2,1496
2024-04-24,Uttar Pradesh,43,0,39061,1591,0.027,2,0,73.15,35.6,70.3,1496
2024-04-25,Uttar Pradesh,185,2,7807,6845,0.027,10,1,79.74,34.4,76.7,1496
2024-04-26,Uttar Pradesh,0,0,22759,100,0.0,0,0,56.17,27.0,49.4,1496
2024-04-27,Uttar Pradesh,365,5,12783,9490,0.0385,19,4,68.46,34.1,67.9,1496
2024-04-28,Uttar Pradesh,191,2,25502,4966,0.0385,7,1,65.42,20.6,61.2,1496
2024-04-29,Uttar Pradesh,193,0,23665,7141,0.027,6,1,36.7,24.0,83.1,1496
2024-04-30,Uttar Pradesh,0,0,6321,100,0.0,0,0,59.46,38.9,90.6,1496
2024-05-01,Uttar Pradesh,497,8,8487,16401,0.0303,28,3,65.23,20.8,82.6,1496
2024-05-02,Uttar Pradesh,0,0,19268,100,0.0,0,0,82.43,24.8,92.1,1496
2024-05-03,Uttar Pradesh,0,0,9387,100,0.0,0,0,48.47,35.1,94.4,1496
2024-05-04,Uttar Pradesh,0,0,7392,100,0.0,0,0,82.95,26.4,59.1,1496
2024-05-05,Uttar Pradesh,616,3,16325,20944,0.0294,21,9,74.56,39.8,88.2,1496
2024-05-06,Uttar Pradesh,147,1,48920,4116,0.0357,4,1,95.14,29.7,56.7,1496
2024-05-07,Uttar Pradesh,0,0,43064,100,0.0,0,0,45.22,31.9,88.2,1496
2024-05-08,Uttar Pradesh,0,0,31377,100,0.0,0,0,70.84,30.5,94.0,1496
2024-05-09,Uttar Pradesh,0,0,10212,100,0.0,0,0,69.49,30.6,72.8,1496
2024-05-10,Uttar Pradesh,0,0,49192,100,0.0,0,0,81.13,31.0,45.6,1496
2024-05-11,Uttar Pradesh,314,5,30211,7850,0.04,24,2,54.27,22.5,80.1,1496
2024-05-12,Uttar Pradesh,0,0,46903,100,0.0,0,0,53.84,38.3,71.7,1496
2024-05-13,Uttar Pradesh,0,0,19241,100,0.0,0,0,64.39,35.6,80.7,1496
2024-05-14,Uttar Pradesh,143,1,22455,2717,0.0526,9,0,70.05,26.5,56.6,1496
2024-05-15,Uttar Pradesh,0,0,10573,100,0.0,0,0,84.82,36.4,44.5,1496
2024-05-16,Uttar Pradesh,242,1,9211,7502,0.0323,10,4,35.18,39.1,59.8,1496
2024-05-17,Uttar Pradesh,692,9,27743,10380,0.0667,36,6,47.87,19.8,63.3,1496
2024-05-18,Uttar Pradesh,0,0,42201,100,0.0,0,0,55.16,28.8,78.8,1496
2024-05-19,Uttar Pradesh,0,0,33461,100,0.0,0,0,51.23,21.4,51.6,1496
2024-05-20,Uttar Pradesh,67,0,31934,1541,0.0435,3,0,61.16,18.1,49.9,1496
2024-05-21,Uttar Pradesh,400,5,45139,7600,0.0526,20,7,97.1,35.5,56.5,1496
2024-05-22,Uttar Pradesh,495,3,37963,12375,0.04,25,8,31.47,20.0,58.6,1496
2024-05-23,Uttar Pradesh,0,0,10119,100,0.0,0,0,65.85,27.9,72.3,1496
2024-05-24,Uttar Pradesh,0,0,49342,100,0.0,0,0,30.24,29.6,85.9,1496
2024-05-25,Uttar Pradesh,366,3,11954,13176,0.0278,16,6,94.3,38.3,83.4,1496
2024-05-26,Uttar Pradesh,24,0,7199,720,0.0333,1,0,75.79,22.2,57.3,1496
2024-05-27,Uttar Pradesh,0,0,24073,100,0.0,0,0,51.06,20.3,79.0,1496
2024-05-28,Uttar Pradesh,685,7,39076,21920,0.0312,47,7,47.95,35.5,45.1,1496
2024-05-29,Uttar Pradesh,419,3,37554,6285,0.0667,13,3,69.08,35.3,93.0,1496
2024-05-30,Uttar Pradesh,0,0,10677,100,0.0,0,0,57.64,31.5,70.6,1496
2024-05-31,Uttar Pradesh,12,0,48059,456,0.0263,0,0,66.23,23.8,82.3,1496
2024-06-01,Uttar Pradesh,0,0,24691,100,0.0,0,0,65.51,32.4,59.0,1496
2024-06-02,Uttar Pradesh,0,0,20790,100,0.0,0,0,81.12,38.1,72.5,1496
2024-06-03,Uttar Pradesh,196,3,40658,2940,0.0667,12,3,71.0,39.7,50.0,1496
2024-06-04,Uttar Pradesh,0,0,24848,100,0.0,0,0,64.11,29.4,67.2,1496
2024-06-05,Uttar Pradesh,380,7,22530,13680,0.0278,15,6,95.18,22.6,52.8,1496
2024-06-06,Uttar Pradesh,117,2,38252,3627,0.0323,5,0,96.53,24.5,90.4,1496
2024-06-07,Uttar Pradesh,0,0,8145,100,0.0,0,0,62.04,21.2,52.1,1496
2024-06-08,Uttar Pradesh,0,0,8173,100,0.0,0,0,44.9,24.1,73.6,1496
2024-06-09,Uttar Pradesh,0,0,23614,100,0.0,0,0,85.74,26.0,74.6,1496
2024-06-10,Uttar Pradesh,253,4,41646,7337,0.0345,17,4,38.01,34.6,67.5,1496
